,,,Normalised retweets,Norm likes,weighted score,,SQUARED ERROR,,,,SUMS,,,,MSE,,
2.51E-01,2.17E-01,3.35E-01,0.129629959,0.242107741,0.163373293,,1.46E-02,6.07E-04,2.93E-02,,,,,,,,
1.74E-01,1.49E-01,2.37E-01,0.122152105,0.258718714,0.163122088,,2.71E-03,1.20E-02,5.40E-03,,,,,,,,
1.05E-01,8.86E-02,1.43E-01,0.122946108,0.2543536,0.162368356,,3.24E-04,2.75E-02,3.65E-04,,,,,,,,
1.79E-01,1.53E-01,2.43E-01,0.131460907,0.234288405,0.162309156,,2.25E-03,6.58E-03,6.48E-03,,,,,,,,
1.61E-01,1.37E-01,2.19E-01,0.149278583,0.191990809,0.162092251,,1.34E-04,2.99E-03,3.23E-03,,,,,,,,
3.36E-02,2.79E-02,4.45E-02,0.126353213,0.242174267,0.161099529,,8.61E-03,4.59E-02,1.36E-02,,,,,,,,
2.09E-01,1.80E-01,2.82E-01,0.119669363,0.25656942,0.16073938,,8.03E-03,5.82E-03,1.48E-02,,,,,,,,
1.52E-01,1.29E-01,2.07E-01,0.117346606,0.261653524,0.160638681,,1.19E-03,1.75E-02,2.15E-03,,,,,,,,
1.36E-02,1.12E-02,1.73E-02,0.132823749,0.224798248,0.160416099,,1.42E-02,4.56E-02,2.05E-02,,,,,,,,
1.62E-01,1.38E-01,2.20E-01,0.135744971,0.217470179,0.160262533,,6.64E-04,6.34E-03,3.55E-03,,,,,,,,
1.81E-01,1.55E-01,2.45E-01,0.135531656,0.217413888,0.160096326,,2.04E-03,3.92E-03,7.23E-03,,,,,,,,
1.98E-01,1.70E-01,2.68E-01,0.171374396,0.132396514,0.159681032,,7.28E-04,1.45E-03,1.18E-02,,,,,,,,
9.62E-02,8.10E-02,1.31E-01,0.10902142,0.276890483,0.159382139,,1.65E-04,3.84E-02,7.96E-04,,,,,,,,
1.08E-01,9.09E-02,1.47E-01,0.12437413,0.240705583,0.159273566,,2.80E-04,2.24E-02,1.52E-04,,,,,,,,
9.37E-02,7.89E-02,1.28E-01,0.110390188,0.272195299,0.158931721,,2.78E-04,3.73E-02,9.69E-04,,,,,,,,
1.46E-01,1.24E-01,1.99E-01,0.131579415,0.222518461,0.158861129,,2.00E-04,9.70E-03,1.59E-03,,,,,,,,
1.87E-01,1.60E-01,2.54E-01,0.13113501,0.222584987,0.158570003,,3.13E-03,3.85E-03,9.03E-03,,,,,,,,
1.21E-01,1.02E-01,1.65E-01,0.125831778,0.234288405,0.158368766,,2.57E-05,1.74E-02,4.25E-05,,,,,,,,
1.88E-01,1.61E-01,2.55E-01,0.159849495,0.154848961,0.158349335,,7.95E-04,4.19E-05,9.30E-03,,,,,,,,
2.74E-02,2.28E-02,3.60E-02,0.115877107,0.257293527,0.158302033,,7.83E-03,5.50E-02,1.50E-02,,,,,,,,
2.57E-01,2.23E-01,3.42E-01,0.107143069,0.27503032,0.157509244,,2.24E-02,2.70E-03,3.42E-02,,,,,,,,
7.00E-02,5.86E-02,9.49E-02,0.096109975,0.298444832,0.156810432,,6.84E-04,5.75E-02,3.83E-03,,,,,,,,
1.30E-01,1.10E-01,1.77E-01,0.119426421,0.243965345,0.156788099,,1.06E-04,1.79E-02,4.11E-04,,,,,,,,
7.05E-02,5.91E-02,9.57E-02,0.130785412,0.216375062,0.156462307,,3.63E-03,2.47E-02,3.70E-03,,,,,,,,
1.79E-01,1.54E-01,2.44E-01,0.110342784,0.263242466,0.156212689,,4.78E-03,1.20E-02,7.63E-03,,,,,,,,
1.34E-01,1.14E-01,1.83E-01,0.116197079,0.247158582,0.15548553,,3.20E-04,1.78E-02,7.56E-04,,,,,,,,
9.76E-02,8.23E-02,1.33E-01,0.149657808,0.168069678,0.155181369,,2.71E-03,7.36E-03,4.84E-04,,,,,,,,
1.76E-01,1.51E-01,2.39E-01,0.129866975,0.214120862,0.155143141,,2.11E-03,4.05E-03,7.00E-03,,,,,,,,
2.18E-01,1.88E-01,2.93E-01,0.109845051,0.259514464,0.154745875,,1.16E-02,5.16E-03,1.91E-02,,,,,,,,
1.85E-01,1.58E-01,2.50E-01,0.120629277,0.232860659,0.154298692,,4.09E-03,5.57E-03,9.21E-03,,,,,,,,
1.58E-01,1.35E-01,2.15E-01,0.094113116,0.294545399,0.154242801,,4.06E-03,2.56E-02,3.68E-03,,,,,,,,
1.27E-01,1.08E-01,1.73E-01,0.11421207,0.247276282,0.154131333,,1.63E-04,1.95E-02,3.70E-04,,,,,,,,
8.50E-02,7.15E-02,1.16E-01,0.119704915,0.233418452,0.153818976,,1.21E-03,2.62E-02,1.45E-03,,,,,,,,
1.55E-01,1.32E-01,2.11E-01,0.117056262,0.237274388,0.1531217,,1.42E-03,1.11E-02,3.32E-03,,,,,,,,
1.70E-01,1.46E-01,2.31E-01,0.133327408,0.198955545,0.153015849,,1.36E-03,2.85E-03,6.14E-03,,,,,,,,
1.95E-01,1.67E-01,2.64E-01,0.152110923,0.151284715,0.151863061,,1.82E-03,2.56E-04,1.25E-02,,,,,,,,
1.98E-01,1.70E-01,2.67E-01,0.116908127,0.233075589,0.151758365,,6.52E-03,3.99E-03,1.34E-02,,,,,,,,
1.47E-01,1.25E-01,2.00E-01,0.126288034,0.21000394,0.151402806,,4.21E-04,7.23E-03,2.38E-03,,,,,,,,
2.01E-01,1.73E-01,2.72E-01,0.149106746,0.156555603,0.151341403,,2.73E-03,2.76E-04,1.46E-02,,,,,,,,
1.45E-01,1.23E-01,1.98E-01,0.119864901,0.224204633,0.151166821,,6.34E-04,1.02E-02,2.17E-03,,,,,,,,
1.78E-01,1.52E-01,2.41E-01,0.120338933,0.220893697,0.150505362,,3.29E-03,4.73E-03,8.23E-03,,,,,,,,
1.77E-01,1.51E-01,2.40E-01,0.160732379,0.125572505,0.150184417,,2.57E-04,6.63E-04,8.07E-03,,,,,,,,
3.88E-02,3.23E-02,5.17E-02,0.114253548,0.233710142,0.150090526,,5.69E-03,4.06E-02,9.68E-03,,,,,,,,
2.21E-01,1.91E-01,2.97E-01,0.125280716,0.205656737,0.149393522,,9.11E-03,2.29E-04,2.18E-02,,,,,,,,
7.44E-02,6.24E-02,1.01E-01,0.123941576,0.208714364,0.149373412,,2.46E-03,2.14E-02,2.34E-03,,,,,,,,
9.18E-02,7.73E-02,1.25E-01,0.098693449,0.267013965,0.149189604,,4.77E-05,3.60E-02,5.79E-04,,,,,,,,
1.42E-01,1.21E-01,1.94E-01,0.110455367,0.238082932,0.148743636,,9.91E-04,1.38E-02,2.01E-03,,,,,,,,
1.70E-01,1.45E-01,2.31E-01,0.123953426,0.206181267,0.148621779,,2.10E-03,3.73E-03,6.75E-03,,,,,,,,
8.13E-02,6.83E-02,1.11E-01,0.105803929,0.247552619,0.148328536,,6.01E-04,3.21E-02,1.42E-03,,,,,,,,
4.43E-02,3.69E-02,5.93E-02,0.098142387,0.26513845,0.148241206,,2.90E-03,5.21E-02,7.92E-03,,,,,,,,
1.37E-01,1.16E-01,1.86E-01,0.115610464,0.223874563,0.148089694,,4.39E-04,1.16E-02,1.46E-03,,,,,,,,
8.87E-02,7.47E-02,1.21E-01,0.101839836,0.255950218,0.148072951,,1.72E-04,3.29E-02,7.38E-04,,,,,,,,
1.28E-01,1.09E-01,1.75E-01,0.147737979,0.145143875,0.146959748,,3.78E-04,1.32E-03,7.93E-04,,,,,,,,
1.70E-01,1.46E-01,2.31E-01,0.093123574,0.271069478,0.146507345,,5.94E-03,1.58E-02,7.20E-03,,,,,,,,
1.16E-01,9.78E-02,1.58E-01,0.103706337,0.246360273,0.146502518,,1.41E-04,2.21E-02,1.28E-04,,,,,,,,
4.13E-02,3.44E-02,5.52E-02,0.116961455,0.214970345,0.146364122,,5.72E-03,3.26E-02,8.31E-03,,,,,,,,
1.36E-01,1.15E-01,1.85E-01,0.10967914,0.23128451,0.146160751,,6.72E-04,1.35E-02,1.51E-03,,,,,,,,
1.42E-01,1.21E-01,1.94E-01,0.108802181,0.233206081,0.146123351,,1.11E-03,1.26E-02,2.27E-03,,,,,,,,
1.20E-01,1.01E-01,1.63E-01,0.086048648,0.284707261,0.145646232,,1.13E-03,3.36E-02,3.18E-04,,,,,,,,
1.06E-01,8.93E-02,1.44E-01,0.11495867,0.215727715,0.145189384,,8.53E-05,1.60E-02,7.64E-07,,,,,,,,
1.82E-01,1.56E-01,2.47E-01,0.111350102,0.222272827,0.14462692,,5.05E-03,4.35E-03,1.06E-02,,,,,,,,
1.24E-01,1.05E-01,1.69E-01,0.105519509,0.235856877,0.14462072,,3.46E-04,1.71E-02,6.17E-04,,,,,,,,
1.66E-01,1.42E-01,2.25E-01,0.126098421,0.18664572,0.14426261,,1.57E-03,2.03E-03,6.59E-03,,,,,,,,
1.01E-01,8.49E-02,1.37E-01,0.108191864,0.227290405,0.143921427,,5.60E-05,2.03E-02,4.22E-05,,,,,,,,
1.30E-01,1.10E-01,1.77E-01,0.117376233,0.205487864,0.143809723,,1.50E-04,9.12E-03,1.10E-03,,,,,,,,
1.97E-01,1.69E-01,2.66E-01,0.106811246,0.22772794,0.143086255,,8.07E-03,3.45E-03,1.51E-02,,,,,,,,
1.68E-01,1.44E-01,2.29E-01,0.110040589,0.219450599,0.142863592,,3.37E-03,5.74E-03,7.35E-03,,,,,,,,
1.88E-01,1.61E-01,2.54E-01,0.112067076,0.21459166,0.142824451,,5.73E-03,2.86E-03,1.25E-02,,,,,,,,
1.47E-01,1.25E-01,2.00E-01,0.105270643,0.230097281,0.142718634,,1.71E-03,1.11E-02,3.28E-03,,,,,,,,
9.06E-02,7.63E-02,1.24E-01,0.117796937,0.199613127,0.142341794,,7.38E-04,1.52E-02,3.53E-04,,,,,,,,
2.15E-01,1.86E-01,2.90E-01,0.120807039,0.191937077,0.142146051,,8.94E-03,3.90E-05,2.19E-02,,,,,,,,
2.11E-01,1.81E-01,2.84E-01,0.110236127,0.216239452,0.142037125,,1.01E-02,1.22E-03,2.01E-02,,,,,,,,
5.56E-03,4.57E-03,6.78E-03,0.105341747,0.227648621,0.14203381,,9.96E-03,4.98E-02,1.83E-02,,,,,,,,
1.97E-01,1.69E-01,2.66E-01,0.111201967,0.212350253,0.141546453,,7.36E-03,1.85E-03,1.56E-02,,,,,,,,
1.56E-01,1.33E-01,2.13E-01,0.109525079,0.215881236,0.141431926,,2.18E-03,6.84E-03,5.08E-03,,,,,,,,
1.51E-01,1.29E-01,2.06E-01,0.110253903,0.21361936,0.14126354,,1.67E-03,7.21E-03,4.18E-03,,,,,,,,
6.95E-03,5.72E-03,8.57E-03,0.111539715,0.209458941,0.140915483,,1.09E-02,4.15E-02,1.75E-02,,,,,,,,
1.92E-01,1.64E-01,2.59E-01,0.106432021,0.221234002,0.140872615,,7.26E-03,3.22E-03,1.41E-02,,,,,,,,
1.46E-01,1.24E-01,1.99E-01,0.103925577,0.226563739,0.140717026,,1.77E-03,1.05E-02,3.40E-03,,,,,,,,
1.76E-01,1.51E-01,2.39E-01,0.116351139,0.197535476,0.14070644,,3.54E-03,2.21E-03,9.62E-03,,,,,,,,
1.33E-01,1.13E-01,1.82E-01,0.116108198,0.197074913,0.140398212,,2.95E-04,7.05E-03,1.72E-03,,,,,,,,
1.06E-01,8.93E-02,1.44E-01,0.114087637,0.201447703,0.140295657,,6.90E-05,1.26E-02,1.68E-05,,,,,,,,
4.06E-02,3.38E-02,5.42E-02,0.108778479,0.212670088,0.139945962,,4.64E-03,3.20E-02,7.34E-03,,,,,,,,
1.91E-01,1.64E-01,2.59E-01,0.117056262,0.192697006,0.139748485,,5.51E-03,8.11E-04,1.42E-02,,,,,,,,
1.68E-01,1.44E-01,2.28E-01,0.11591266,0.194557169,0.139506012,,2.72E-03,2.59E-03,7.92E-03,,,,,,,,
1.75E-02,1.45E-02,2.25E-02,0.118478357,0.187456822,0.139171897,,1.02E-02,2.99E-02,1.36E-02,,,,,,,,
1.32E-01,1.12E-01,1.80E-01,0.097899446,0.235403991,0.139150809,,1.15E-03,1.52E-02,1.67E-03,,,,,,,,
1.13E-01,9.58E-02,1.55E-01,0.115426777,0.19381515,0.138943289,,4.75E-06,9.62E-03,2.46E-04,,,,,,,,
9.99E-02,8.42E-02,1.36E-01,0.111065683,0.203937302,0.138927169,,1.26E-04,1.43E-02,7.18E-06,,,,,,,,
1.68E-01,1.44E-01,2.29E-01,0.10642017,0.21472727,0.1389123,,3.85E-03,5.01E-03,8.12E-03,,,,,,,,
5.54E-02,4.63E-02,7.46E-02,0.118081356,0.184296848,0.137946003,,3.93E-03,1.91E-02,4.01E-03,,,,,,,,
2.03E-01,1.74E-01,2.74E-01,0.108938465,0.204858428,0.137714454,,8.79E-03,9.29E-04,1.85E-02,,,,,,,,
2.09E-01,1.80E-01,2.82E-01,0.096826949,0.23248965,0.137525759,,1.25E-02,2.79E-03,2.07E-02,,,,,,,,
1.70E-01,1.46E-01,2.32E-01,0.124510414,0.164477287,0.136500476,,2.11E-03,3.50E-04,9.06E-03,,,,,,,,
1.73E-01,1.48E-01,2.35E-01,0.113595829,0.189731492,0.136436527,,3.50E-03,1.76E-03,9.66E-03,,,,,,,,
4.45E-02,3.71E-02,5.96E-02,0.095920363,0.230514347,0.136298558,,2.64E-03,3.74E-02,5.88E-03,,,,,,,,
1.05E-01,8.91E-02,1.44E-01,0.109886529,0.197433129,0.136150509,,1.94E-05,1.17E-02,6.15E-05,,,,,,,,
8.82E-02,7.42E-02,1.20E-01,0.084934672,0.253552732,0.13552009,,1.04E-05,3.22E-02,2.37E-04,,,,,,,,
1.04E-01,8.77E-02,1.42E-01,0.110905697,0.192059894,0.135251956,,4.94E-05,1.09E-02,4.27E-05,,,,,,,,
2.14E-02,1.77E-02,2.78E-02,0.083802921,0.2533813,0.134676435,,3.89E-03,5.55E-02,1.14E-02,,,,,,,,
1.74E-02,1.44E-02,2.24E-02,0.10730898,0.198180264,0.134570365,,8.08E-03,3.38E-02,1.26E-02,,,,,,,,
1.11E-01,9.39E-02,1.52E-01,0.111776731,0.187049992,0.134358709,,4.08E-07,8.67E-03,3.02E-04,,,,,,,,
2.19E-01,1.89E-01,2.95E-01,0.130151394,0.143378383,0.134119491,,7.88E-03,2.07E-03,2.58E-02,,,,,,,,
1.23E-01,1.04E-01,1.68E-01,0.128652268,0.146387395,0.133972806,,2.95E-05,1.76E-03,1.17E-03,,,,,,,,
7.15E-02,5.99E-02,9.71E-02,0.119870826,0.166429562,0.133838447,,2.34E-03,1.13E-02,1.35E-03,,,,,,,,
1.82E-01,1.56E-01,2.47E-01,0.091292626,0.232814603,0.133749219,,8.22E-03,5.91E-03,1.28E-02,,,,,,,,
1.20E-01,1.02E-01,1.64E-01,0.104127041,0.201828947,0.133437612,,2.55E-04,1.00E-02,9.34E-04,,,,,,,,
2.15E-01,1.85E-01,2.89E-01,0.129387017,0.142771975,0.133402505,,7.30E-03,1.80E-03,2.43E-02,,,,,,,,
2.91E-02,2.42E-02,3.84E-02,0.10211833,0.205812817,0.133226676,,5.33E-03,3.30E-02,9.00E-03,,,,,,,,
1.65E-01,1.41E-01,2.25E-01,0.101342103,0.207079365,0.133063282,,4.11E-03,4.33E-03,8.45E-03,,,,,,,,
1.11E-01,9.42E-02,1.52E-01,0.100761414,0.208427791,0.133061327,,1.14E-04,1.30E-02,3.64E-04,,,,,,,,
1.12E-01,9.47E-02,1.53E-01,0.099682991,0.210223987,0.13284529,,1.52E-04,1.33E-02,4.04E-04,,,,,,,,
1.34E-01,1.14E-01,1.83E-01,0.10872515,0.188019733,0.132513525,,6.60E-04,5.46E-03,2.59E-03,,,,,,,,
4.83E-02,4.03E-02,6.49E-02,0.104405534,0.197988363,0.132480383,,3.15E-03,2.49E-02,4.57E-03,,,,,,,,
1.52E-01,1.29E-01,2.06E-01,0.10545433,0.194252685,0.132093837,,2.12E-03,4.25E-03,5.53E-03,,,,,,,,
1.51E-01,1.29E-01,2.06E-01,0.106669037,0.191402312,0.132089019,,1.99E-03,3.92E-03,5.47E-03,,,,,,,,
9.17E-02,7.72E-02,1.25E-01,0.105092881,0.194137545,0.13180628,,1.79E-04,1.37E-02,4.62E-05,,,,,,,,
1.25E-01,1.06E-01,1.71E-01,0.096637336,0.212708469,0.131458676,,7.99E-04,1.14E-02,1.53E-03,,,,,,,,
5.41E-02,4.52E-02,7.29E-02,0.107581548,0.18695532,0.13139368,,2.86E-03,2.01E-02,3.42E-03,,,,,,,,
2.41E-01,2.09E-01,3.22E-01,0.093621308,0.219486421,0.131380842,,2.16E-02,1.19E-04,3.65E-02,,,,,,,,
2.42E-01,2.09E-01,3.23E-01,0.098622345,0.207153567,0.131181711,,2.04E-02,4.79E-06,3.69E-02,,,,,,,,
1.53E-01,1.30E-01,2.08E-01,0.113578052,0.171866764,0.131064666,,1.55E-03,1.73E-03,5.98E-03,,,,,,,,
1.40E-01,1.19E-01,1.91E-01,0.09343762,0.217247573,0.130580606,,2.18E-03,9.62E-03,3.68E-03,,,,,,,,
1.10E-01,9.30E-02,1.50E-01,0.109341392,0.178312088,0.130032601,,4.58E-07,7.28E-03,4.07E-04,,,,,,,,
7.48E-03,6.16E-03,9.25E-03,0.108162237,0.180735161,0.129934114,,1.01E-02,3.05E-02,1.46E-02,,,,,,,,
1.80E-01,1.55E-01,2.45E-01,0.113346962,0.168463715,0.129881988,,4.49E-03,1.95E-04,1.32E-02,,,,,,,,
9.47E-02,7.98E-02,1.29E-01,0.092305869,0.216861212,0.129672472,,5.59E-06,1.88E-02,3.15E-07,,,,,,,,
8.49E-02,7.13E-02,1.16E-01,0.107522294,0.18083495,0.129516091,,5.13E-04,1.20E-02,1.95E-04,,,,,,,,
1.47E-01,1.25E-01,2.00E-01,0.096826949,0.204899367,0.129248674,,2.51E-03,6.37E-03,5.05E-03,,,,,,,,
1.36E-01,1.16E-01,1.86E-01,0.103220454,0.189964332,0.129243618,,1.10E-03,5.49E-03,3.24E-03,,,,,,,,
1.17E-01,9.92E-02,1.60E-01,0.138441027,0.107564492,0.129178067,,4.51E-04,7.02E-05,9.53E-04,,,,,,,,
1.31E-01,1.11E-01,1.79E-01,0.105021776,0.184056332,0.128732143,,6.73E-04,5.32E-03,2.50E-03,,,,,,,,
6.71E-02,5.62E-02,9.09E-02,0.104387758,0.185269148,0.128652175,,1.39E-03,1.67E-02,1.42E-03,,,,,,,,
6.60E-02,5.53E-02,8.95E-02,0.10812076,0.17646216,0.12862318,,1.77E-03,1.47E-02,1.53E-03,,,,,,,,
8.21E-02,6.89E-02,1.12E-01,0.101863538,0.190826608,0.128552459,,3.93E-04,1.49E-02,2.85E-04,,,,,,,,
2.11E-01,1.82E-01,2.85E-01,0.093123574,0.210863658,0.128445599,,1.40E-02,8.20E-04,2.46E-02,,,,,,,,
1.98E-01,1.70E-01,2.68E-01,0.095007851,0.206432018,0.128435101,,1.06E-02,1.31E-03,1.94E-02,,,,,,,,
6.83E-02,5.72E-02,9.26E-02,0.10344562,0.184716472,0.127826875,,1.24E-03,1.63E-02,1.24E-03,,,,,,,,
7.76E-02,6.51E-02,1.05E-01,0.093573905,0.206664859,0.127501191,,2.56E-04,2.00E-02,4.86E-04,,,,,,,,
1.31E-01,1.11E-01,1.79E-01,0.115041626,0.156524899,0.127486608,,2.66E-04,2.03E-03,2.68E-03,,,,,,,,
3.46E-02,2.88E-02,4.59E-02,0.098207567,0.19550644,0.127397229,,4.05E-03,2.78E-02,6.64E-03,,,,,,,,
1.58E-01,1.35E-01,2.15E-01,0.124622996,0.133837053,0.127387213,,1.13E-03,1.38E-06,7.76E-03,,,,,,,,
1.41E-01,1.20E-01,1.92E-01,0.105092881,0.17836582,0.127074762,,1.26E-03,3.47E-03,4.18E-03,,,,,,,,
1.46E-01,1.24E-01,1.99E-01,0.128201938,0.124218962,0.127007045,,3.07E-04,4.64E-08,5.14E-03,,,,,,,,
2.13E-01,1.84E-01,2.87E-01,0.103842621,0.180863095,0.126948764,,1.20E-02,8.82E-06,2.58E-02,,,,,,,,
1.94E-01,1.67E-01,2.63E-01,0.081172044,0.233705025,0.126931938,,1.27E-02,4.50E-03,1.84E-02,,,,,,,,
1.60E-01,1.37E-01,2.18E-01,0.093455397,0.204768874,0.12684944,,4.44E-03,4.65E-03,8.29E-03,,,,,,,,
1.97E-01,1.70E-01,2.67E-01,0.091819986,0.20833312,0.126773926,,1.11E-02,1.50E-03,1.97E-02,,,,,,,,
1.84E-01,1.57E-01,2.49E-01,0.104032234,0.179599105,0.126702296,,6.34E-03,4.93E-04,1.50E-02,,,,,,,,
1.45E-01,1.23E-01,1.98E-01,0.090569727,0.210487532,0.126545068,,2.96E-03,7.59E-03,5.07E-03,,,,,,,,
1.30E-01,1.10E-01,1.77E-01,0.098563091,0.191489307,0.126440956,,9.59E-04,6.66E-03,2.54E-03,,,,,,,,
2.13E-01,1.83E-01,2.87E-01,0.099475602,0.189040647,0.126345116,,1.28E-02,3.47E-05,2.57E-02,,,,,,,,
1.43E-01,1.22E-01,1.95E-01,0.105217314,0.175420775,0.126278352,,1.42E-03,2.90E-03,4.71E-03,,,,,,,,
8.27E-02,6.95E-02,1.13E-01,0.107658578,0.169599771,0.126240936,,6.23E-04,1.00E-02,1.87E-04,,,,,,,,
8.32E-02,6.99E-02,1.13E-01,0.099185258,0.188165578,0.125879354,,2.56E-04,1.40E-02,1.60E-04,,,,,,,,
9.36E-02,7.88E-02,1.28E-01,0.113192901,0.154897576,0.125704304,,3.85E-04,5.79E-03,3.62E-06,,,,,,,,
7.50E-02,6.29E-02,1.02E-01,0.088329926,0.211853868,0.125387109,,1.77E-04,2.22E-02,5.50E-04,,,,,,,,
1.60E-01,1.37E-01,2.18E-01,0.09440346,0.197673645,0.125384516,,4.36E-03,3.69E-03,8.65E-03,,,,,,,,
1.36E-01,1.15E-01,1.86E-01,0.094889343,0.196399421,0.125342366,,1.69E-03,6.55E-03,3.62E-03,,,,,,,,
2.94E-02,2.44E-02,3.88E-02,0.099534856,0.18547896,0.125318087,,4.92E-03,2.59E-02,7.49E-03,,,,,,,,
1.46E-01,1.25E-01,2.00E-01,0.106592007,0.168734936,0.125234885,,1.58E-03,1.95E-03,5.53E-03,,,,,,,,
1.96E-01,1.68E-01,2.65E-01,0.094640476,0.195294069,0.124836554,,1.03E-02,7.29E-04,1.97E-02,,,,,,,,
1.88E-01,1.61E-01,2.54E-01,0.101750955,0.1785219,0.124782239,,7.37E-03,3.09E-04,1.68E-02,,,,,,,,
1.07E-01,9.04E-02,1.46E-01,0.121950641,0.130917595,0.124640728,,2.22E-04,1.64E-03,4.62E-04,,,,,,,,
1.10E-03,9.00E-04,1.23E-03,0.089864605,0.205510892,0.124558491,,7.88E-03,4.19E-02,1.52E-02,,,,,,,,
1.34E-01,1.14E-01,1.83E-01,0.09343762,0.195253131,0.123982273,,1.68E-03,6.58E-03,3.54E-03,,,,,,,,
2.41E-02,2.00E-02,3.15E-02,0.117684354,0.138580852,0.123953303,,8.75E-03,1.41E-02,8.54E-03,,,,,,,,
1.64E-01,1.40E-01,2.23E-01,0.099084526,0.181264808,0.123738611,,4.16E-03,1.73E-03,9.76E-03,,,,,,,,
5.02E-02,4.19E-02,6.75E-02,0.104132966,0.169479513,0.12373693,,2.91E-03,1.63E-02,3.16E-03,,,,,,,,
2.67E-01,2.33E-01,3.55E-01,0.100103694,0.177078802,0.123196227,,2.79E-02,3.09E-03,5.38E-02,,,,,,,,
7.97E-02,6.69E-02,1.08E-01,0.090125322,0.200263033,0.123166635,,1.09E-04,1.78E-02,2.18E-04,,,,,,,,
6.56E-02,5.50E-02,8.89E-02,0.101596895,0.173151223,0.123063194,,1.29E-03,1.40E-02,1.17E-03,,,,,,,,
2.38E-02,1.97E-02,3.11E-02,0.090984505,0.197266814,0.122869198,,4.52E-03,3.15E-02,8.43E-03,,,,,,,,
1.73E-01,1.48E-01,2.35E-01,0.091754807,0.195398976,0.122848058,,6.64E-03,2.23E-03,1.27E-02,,,,,,,,
9.94E-02,8.38E-02,1.36E-01,0.08466803,0.211700347,0.122777725,,2.17E-04,1.64E-02,1.65E-04,,,,,,,,
1.59E-01,1.36E-01,2.17E-01,0.0990786,0.177298849,0.122544675,,3.64E-03,1.70E-03,8.93E-03,,,,,,,,
8.38E-02,7.05E-02,1.14E-01,0.12237727,0.122811686,0.122507595,,1.49E-03,2.74E-03,7.04E-05,,,,,,,,
8.86E-02,7.46E-02,1.21E-01,0.087144846,0.204988921,0.122498069,,2.14E-06,1.70E-02,3.08E-06,,,,,,,,
1.66E-01,1.42E-01,2.26E-01,0.092578437,0.191645387,0.122298522,,5.37E-03,2.50E-03,1.07E-02,,,,,,,,
1.21E-01,1.02E-01,1.65E-01,0.093870175,0.188380507,0.122223274,,7.28E-04,7.40E-03,1.83E-03,,,,,,,,
1.54E-01,1.31E-01,2.09E-01,0.103735964,0.164983906,0.122110347,,2.49E-03,1.16E-03,7.60E-03,,,,,,,,
1.08E-01,9.10E-02,1.47E-01,0.103362664,0.165316535,0.121948825,,1.93E-05,5.52E-03,6.33E-04,,,,,,,,
3.99E-02,3.32E-02,5.32E-02,0.096074423,0.18184563,0.121805785,,3.16E-03,2.21E-02,4.71E-03,,,,,,,,
4.19E-02,3.49E-02,5.59E-02,0.111243445,0.146259461,0.12174825,,4.81E-03,1.24E-02,4.33E-03,,,,,,,,
1.55E-01,1.32E-01,2.11E-01,0.097769087,0.177032746,0.121548185,,3.30E-03,2.00E-03,8.07E-03,,,,,,,,
1.38E-01,1.17E-01,1.88E-01,0.09142891,0.190302078,0.12109086,,2.17E-03,5.34E-03,4.51E-03,,,,,,,,
6.52E-02,5.46E-02,8.83E-02,0.094818238,0.182017061,0.120977885,,8.77E-04,1.62E-02,1.07E-03,,,,,,,,
1.38E-01,1.17E-01,1.88E-01,0.079791426,0.216858653,0.120911594,,3.38E-03,9.93E-03,4.53E-03,,,,,,,,
1.11E-01,9.40E-02,1.52E-01,0.093567979,0.184046097,0.120711415,,3.09E-04,8.12E-03,9.65E-04,,,,,,,,
1.25E-01,1.06E-01,1.71E-01,0.086481202,0.200252798,0.120612681,,1.49E-03,8.88E-03,2.52E-03,,,,,,,,
1.38E-02,1.14E-02,1.76E-02,0.092323645,0.186405203,0.120548113,,6.17E-03,3.06E-02,1.06E-02,,,,,,,,
6.69E-03,5.51E-03,8.23E-03,0.092898409,0.184987693,0.120525194,,7.43E-03,3.22E-02,1.26E-02,,,,,,,,
1.36E-01,1.15E-01,1.86E-01,0.122578734,0.115468265,0.120445593,,1.79E-04,1.12E-10,4.24E-03,,,,,,,,
1.17E-01,9.87E-02,1.59E-01,0.096708441,0.175505212,0.120347472,,3.95E-04,5.91E-03,1.51E-03,,,,,,,,
1.57E-01,1.34E-01,2.14E-01,0.09247178,0.185317763,0.120325575,,4.15E-03,2.65E-03,8.71E-03,,,,,,,,
1.18E-01,9.99E-02,1.61E-01,0.094836015,0.179327885,0.120183576,,5.37E-04,6.31E-03,1.68E-03,,,,,,,,
8.84E-02,7.44E-02,1.20E-01,0.101833911,0.161603885,0.119764903,,1.81E-04,7.61E-03,4.22E-07,,,,,,,,
1.36E-01,1.15E-01,1.85E-01,0.117263651,0.125383163,0.119699504,,3.45E-04,1.00E-04,4.31E-03,,,,,,,,
1.78E-01,1.53E-01,2.42E-01,0.093076171,0.180740278,0.119375403,,7.26E-03,7.88E-04,1.50E-02,,,,,,,,
6.16E-02,5.15E-02,8.33E-02,0.095001926,0.175868545,0.119261912,,1.12E-03,1.55E-02,1.29E-03,,,,,,,,
9.38E-02,7.90E-02,1.28E-01,0.117773235,0.12218225,0.119095939,,5.76E-04,1.87E-03,7.72E-05,,,,,,,,
6.35E-02,5.31E-02,8.59E-02,0.095659645,0.172311975,0.118655344,,1.04E-03,1.42E-02,1.07E-03,,,,,,,,
